CIF_ID,REP_PERD_MTHS,DIS_AMT,avg_credit_to_debit_amt_ratio_3_weeks,schm_code_encoded,avg_eod_bal_3_weeks,AVG_DEBIT_CREDIT_COUNT_RATIO,FLOW_AMT,CUST_AGE,no_of_loan_accounts,DEFAULT_STATUS_ENCODED,Predictions,Probabilities
0380539,48,866000.0,18.656313633129706,3,8327.704285714286,19.0,47330.0,30,1,0,0,0.13443825547146582
0381138,84,1507782.0,0.0,8,3.48,3.0,54450.0,42,1,0,0,0.08700051389654168
0378148,0,310000.0,0.0,6,0.0,0.0,310000.0,33,47,0,0,0.33096424305756234
0381269,48,950000.0,8.620450309687595,3,12914.963333333333,6.0,51920.0,29,1,0,0,0.14663719221279162
0381263,48,210000.0,13.179691268351542,3,30100.201333333334,13.5,11690.0,28,1,0,0,0.18969591294314536
0379982,48,750000.0,3.9982086615618413,3,27.046666666666667,4.0,61485.0,28,1,0,0,0.25795891909059354
0385326,45,300000.0,0.0,3,0.0,0.0,8909.0,34,1,0,0,0.45343347459443645
0382290,0,150000.0,0.0,6,0.0,0.0,150000.0,31,23,0,0,0.3429071531364464
0391564,84,1384550.0,1.0,8,0.0,0.5,50000.0,26,1,0,0,0.09281862049389725
0387149,84,1932000.0,0.0,8,0.0,0.0,69770.0,43,1,0,0,0.12715173305579208
0396484,84,1300000.0,0.6439477588477973,8,2600.496842105263,0.5742574257425742,48010.0,35,1,0,0,0.08336440830471653
0387472,48,390000.0,0.0,3,0.0,0.0,10658.0,27,1,0,0,0.41012691924708045
0394771,36,140000.0,0.0,8,0.0,0.0,9402.0,33,1,0,0,0.1361409100422854
0395645,24,150000.0,68.22351433423614,3,26443.03,4.0,14546.0,39,1,0,0,0.267871344666503
0397017,36,200000.0,0.0,3,0.0,0.0,14062.0,38,1,0,0,0.47663847493337735
0395476,48,2008000.0,3.830844018599408,3,41792.944285714286,29.0,166893.0,34,1,0,0,0.2567710503098406
0377705,0,527960.0,0.0,6,-930.96,1.0,527960.0,29,3,1,1,0.6754411139225862
0377699,0,850000.0,0.0,6,0.0,0.0,850000.0,22,3,1,1,0.5313667620455407
0388537,84,1130000.0,0.0,8,0.0,0.0,40808.0,24,1,0,0,0.10757876809537326
0378029,0,132530.0,0.0,6,0.0,0.0,132530.0,32,28,0,0,0.3461871859367744
0378427,0,1754000.0,0.0,6,0.0,0.0,3508000.0,44,1,1,1,0.8066199030126378
0400241,69,4133067.2,0.0,8,0.0,0.0,95637.0,58,2,0,0,0.1756899107452613
0386877,60,1300000.0,0.0,8,0.0,0.0,58826.0,31,1,0,0,0.10332624623131165
0388442,36,150000.0,0.0,3,0.0,0.0,5274.0,51,1,0,0,0.4427914507276726
0386095,48,380000.0,5.954505429997065,3,9542.483333333334,5.0,20770.0,32,1,0,0,0.1478922314106047
0396314,48,718000.0,0.0,3,0.0,0.0,39966.0,29,1,0,0,0.45921336629974535
0397333,84,515952.09,1361.0,8,9520.0,0.5,19056.0,48,1,0,0,0.08229384391746015
0389863,84,400000.0,0.0,8,0.0,0.0,14446.0,46,1,0,0,0.12340191583734018
0395336,84,2400000.0,0.0,8,0.0,0.0,86672.0,30,1,0,0,0.16511450828794003
0393477,36,110000.0,0.0,3,0.0,0.0,7736.0,56,1,0,0,0.4137086649834816
0389802,84,2100000.0,1.0,8,0.0,1.0,75838.0,31,1,0,0,0.1313981457849485
0405877,84,180667.17,0.0,8,0.0,0.0,6672.0,41,1,1,0,0.244447741680214
0407815,72,435000.0,0.0,3,0.0,0.0,18398.0,36,1,0,0,0.4647659879195697
0416996,72,555000.0,0.0,3,0.0,0.0,24078.0,25,1,0,0,0.4362195801736898
0405506,72,1100000.0,0.0,3,0.0,0.0,46519.02,33,1,0,0,0.4748377212076023
0402052,48,300000.0,0.0,3,12525.0,0.0,16700.0,28,1,0,0,0.41097512336029085
0399260,84,3959000.0,0.0,8,0.0,0.0,146206.0,52,1,0,0,0.27195271572072094
